service_id;service_name_en;service_name_fr;department_en;department_fr;org_id;fiscal_yr_first;fiscal_yr_latest
1486;Resumption of Citizenship;Réintégration de la citoyenneté;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1487;Renunciation of Citizenship;Répudiation de la citoyenneté;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1489;Search of Citizenship Records;Recherche de documents de citoyenneté;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1490;Citizenship Education & Outreach;Éducation et sensibilisation à la citoyenneté;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1491;Issuance of a Regular Passport;Délivrance d'un Passeport régulier;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1492;Issuance of a Diplomatic Passport;Délivrance d'un Passeport diplomatique;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1493;Issuance of Special Passports;Délivrance de Passeport spécial;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1494;Certificate of Identity;Certificat d'identité;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1495;Refugee Travel Document;Titre de voyage pour réfugiés;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1496;Issuance of an Emergency Travel Document;Délivrance d'un Titre de voyage d'urgence;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1497;Visa facilitation for Official Travel;Facilitation de l'octroi des visas pour les voyages officiels;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1498;Addition of a special stamp in a passport or other travel document;Ajout d'une estampille spéciale sur le passeport ou un autre titre de voyage;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1499;"Addition of an observation in a   
passport or other travel document";"Ajout d’une observation sur un 
passeport ou un autre titre de voyage";Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2018-2019
14;GC WAN;Réseau étendu du RGC;Shared Services Canada;Services partagés Canada;305;2018-2019;2018-2019
1500;Certifying true copies of part of a passport or another travel document;Certifier les copies conformes d'une partie d'un passeport ou d'un autre titre de voyage;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1501;Verification of Status / Replacement of Immigration Document;Vérification du statut ou remplacement d'un document d'immigration;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1502;Personnel Security;Service de sécurité aux employés;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2018-2019;2018-2019
1503;Amendments to historical records or valid Temporary Resident documents;Modifications apportées à des dossiers historiques ou à des documents de résident temporaire valides;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1504;Physical Security: Access Control;Sécurité physique: contrôle des accès;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2018-2019;2018-2019
1505;Access to Information Request Services;Services d'accès à l'information;Public Service Commission of Canada;Commission de la fonction publique du Canada;282;2018-2019;2019-2020
1507;ATIP Consultative Services;Services consultatifs de l'AIPRP;Public Service Commission of Canada;Commission de la fonction publique du Canada;282;2018-2019;2019-2020
1508;Determination of Rehabilitation for criminality or serious criminality;Décision sur la réadaptation dans les cas de criminalité ou de grande criminalité;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1509;ATIP Compliance Services;Services de conformité de l'AIPRP;Public Service Commission of Canada;Commission de la fonction publique du Canada;282;2018-2019;2019-2020
1510;Renunciation of Permanent Residency;Renonciation au statut de résident permanent;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1511;Authorization to return to Canada;Autorisation de revenir au Canada;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1512;IRCC Web Validation Portal;Portail de validation Web de l'Immigration, réfugiés et Cittoyeneté Canada;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1513;Global Assistance to Irregular Migrants;Aide mondiale aux migrants irréguliers;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2022-2023
1514;Access to Information;Accès à l’information;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2018-2019
1515;Ice Assistance Emergency Program;Programme d'urgence d'aide liée aux conditions des glaces;Fisheries and Oceans Canada;Pêches et Océans Canada;125;2018-2019;2022-2023
1516;Privacy;Protection des renseignements personnels;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2018-2019
1517;Access to Information and Privacy;Accès à l'information et protection des renseignements personnels;Public Prosecution Service of Canada;Service des poursuites pénales du Canada;248;2018-2019;2021-2022
1518;Responses to queries from Authorized Representatives;Réponses aux questions des représentants;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1520;Global Skills Strategy - Work Permit Application;Stratégie en matière de compétences mondiales - Demande de Permis de travail;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1523;Atlantic Immigration Pilot - Application for Permanent Residence;Programme pilote d'immigration au Canada atlantique - Demande de résidence permanente;Immigration, Refugees and Citizenship Canada;Immigration, Réfugiés et Citoyenneté Canada;123;2018-2019;2021-2022
1525;Flight Operations;Operations Aériennes;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1529;Media Enquiries;Demandes des médias;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2018-2019;2018-2019
1531;Social media responses to public enquiries;Réponses aux demandes de renseignements publiques dans les médias sociaux;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2018-2019;2018-2019
1535;Contribution Program for the Centre of Excellence for the Marine Transportation;Programme de contribution au Centre d’excellence pour le transport maritime des hydrocarbures et de gaz naturel liquéfié (GNL);Transport Canada;Transports Canada;138;2018-2019;2019-2020
1536;Community Participation Funding Program;Programme de financement de la participation communautaire;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1537;Program to Protect Canada's Coastlines and Waterways;Programme de protection du littoral et des voies navigables du Canada;Transport Canada;Transports Canada;138;2018-2019;2018-2019
1538;Building Canada Fund (Infrastructure Canada Program - TC manages agreements on b;Fonds Chantiers Canada (programme d'Infrastructure Canada - TC gère des ententes pour le compte d'Infrastructure Canada);Transport Canada;Transports Canada;138;2018-2019;2021-2022
1539;Canada Strategic Infrastructure Fund (Infrastructure Canada Program - TC manages;Fonds canadien sur l'infrastructure stratégique (programme d'Infrastructure Canada - TC gère des ententes pour le compte d'Infrastructure Canada);Transport Canada;Transports Canada;138;2018-2019;2021-2022
153;Access to Information and Privacy;L'accès à l'information et de la protection des renseignements personnels;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2018-2019;2019-2020
1540;Border Infrastructure Fund (Infrastructure Canada Program - TC manages agreement;Fonds sur l'infrastructure frontalière (programme d'Infrastructure Canada - TC gère des ententes pour le compte d'Infrastructure Canada);Transport Canada;Transports Canada;138;2018-2019;2021-2022
1541;Gateways and Border Crossings Fund;Fonds pour les portes d'entrée et les passages frontaliers;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1542;Asia-Pacific Gateway and Corridor Transportation Infrastructure Fund;Fonds d'infrastructure de transport de l'Initiative de la Porte et du Corridor de l'Asie-Pacifique;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1543;National Trade Corridors Fund;Fonds national des corridors commerciaux;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1544;Enforcement of Private Buoy Regulations for privately owned floating information;Règlement sur les bouées privées pour les balises d'information flottantes appartenant à des particuliers en vertu de la Loi de 2001 sur la marine marchande du Canada.;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1545;Receiver of Wreck Program under the Canada Shipping Act 2001;Programme des receveur d'épaves en vertu de la Loi de 2001 sur la marine marchande du Canada;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1546;Management of exemptions of prohibited activities on navigable waterways;Gestion des exemption en lien avec des activités interdites sur les eaux navigables;Transport Canada;Transports Canada;138;2018-2019;2021-2022
154;Dairy Processing Investment Fund;Fonds d'investissement dans la transformation des produits laitiers;Agriculture and Agri-Food Canada;Agriculture et Agroalimentaire Canada;1;2018-2019;2022-2023
1550;Access to Information and Privacy Acts;Lois sur l'accès à l'information et la protection des renseignements personnels;National Research Council Canada;Conseil national de recherches Canada;228;2018-2019;2021-2022
1562;Operating a federal railway;Exploitation d'un chemin de fer fédéral;Transport Canada;Transports Canada;138;2018-2019;2019-2020
1563;Conduct outreach and training sessions for other government departments and Indi;Organiser des séances de sensibilisation et de formation pour les autres ministères et les entreprises autochtones.;Crown-Indigenous Relations and Northern Affairs Canada;Relations Couronne-Autochtones et Affaires du Nord Canada;129;2018-2019;2018-2019
1564;Rail Safety Improvement Program (RSIP);Programme d'amélioration de la sécurité ferroviaire (PASF);Transport Canada;Transports Canada;138;2018-2019;2021-2022
1565;Rail security;Sûreté du transport ferroviaire;Transport Canada;Transports Canada;138;2018-2019;2021-2022
1566;Child car seat safety;Sécurité des sièges d'auto pour enfants;Transport Canada;Transports Canada;138;2018-2019;2019-2020
